"label","name","super_class","is_extendable","sys_updated_on"
"Windows Classification","discovery_classy_windows","Classification","false","2020-09-13 06:45:50"
"Classification Criteria","discovery_class_criteria","Application File","false","2020-09-13 06:45:59"
"Credentials","discovery_credentials","","true","2020-09-13 06:22:39"
"Device Duplicate Ips","discovery_device_duplicate_ips","","false","2020-09-13 06:45:57"
"Device","discovery_device_history","","false","2020-09-13 06:46:02"
"Discovery Last errors","discovery_error_messages","","false","2020-09-13 06:45:58"
"Discovery Help Link","discovery_help_link","","false","2020-09-13 06:45:50"
"Discovery Log","discovery_log","Log Entry","false","2020-09-13 06:46:00"
"Discovery Log","discovery_log0000","Log Entry","false","2020-09-13 07:14:45"
"Discovery Log","discovery_log0001","Log Entry","false","2020-09-13 07:14:45"
"Discovery Log","discovery_log0002","Log Entry","false","2020-09-13 07:14:47"
"Discovery Log","discovery_log0003","Log Entry","false","2020-09-13 07:14:47"
"Discovery Log","discovery_log0004","Log Entry","false","2020-09-13 07:14:48"
"Discovery Log","discovery_log0005","Log Entry","false","2020-09-13 07:14:48"
"Discovery Log","discovery_log0006","Log Entry","false","2020-09-13 07:14:49"
"Discovery Log","discovery_log0007","Log Entry","false","2020-09-13 07:14:49"
"Discovery Port Probe","discovery_port_probe","Application File","false","2020-09-13 06:45:54"
"Probe","discovery_probes","Application File","true","2020-09-13 06:45:56"
"CIM Probe","discovery_probes_cim","Probe","false","2020-09-13 06:46:02"
"CIM Query","discovery_probes_cim_query","Application File","false","2020-09-13 06:45:55"
"MultiProbe","discovery_probes_multi","Probe","false","2020-09-13 06:46:02"
"MultiProbe Included Probe","discovery_probes_multi_probe","Application File","false","2020-09-13 06:46:07"
"SNMP Probe","discovery_probes_snmp","Probe","false","2020-09-13 06:45:56"
"SNMP Field","discovery_probes_snmp_field","Application File","false","2020-09-13 06:46:00"
"WMI Probe","discovery_probes_wmi","Probe","false","2020-09-13 06:45:59"
"WMI Field","discovery_probes_wmi_field","Application File","false","2020-09-13 06:45:52"
"Probe Capability","discovery_probe_capability_m2m","","false","2020-09-13 06:46:06"
"Probe parameter","discovery_probe_parameter","Application File","false","2020-09-13 06:45:56"
"Discovery Queue","discovery_queue","","true","2020-09-13 06:45:50"
"Discovery Range Set","discovery_range","Application File","false","2020-09-13 06:46:04"
"Discovery IP Range","discovery_range_item","Application File","false","2020-09-13 06:45:57"
"Discovery Result","discovery_result","","false","2020-09-13 06:46:00"
"Discovery Status","discovery_status","","false","2020-09-13 06:45:51"
"Discovery Status MID servers","discovery_status_ecc_agent_m2m","","false","2020-09-13 06:45:54"
"Data Lookup Definitions","dl_definition","Application File","true","2020-09-13 06:47:40"
"Matcher Field Definitions","dl_definition_rel_match","Application File","true","2020-09-13 06:47:39"
"Setter Field Definitions","dl_definition_rel_set","Application File","true","2020-09-13 06:47:40"
"Data Lookup Matcher Rules","dl_matcher","Application File","true","2020-09-13 06:47:39"
"Problem Priority Data Lookup","dl_problem_priority","Data Lookup Matcher Rules","false","2020-09-13 06:56:21"
"Assignment Data Lookup","dl_u_assignment","Data Lookup Matcher Rules","false","2020-09-13 06:47:40"
"Priority Data Lookup","dl_u_priority","Data Lookup Matcher Rules","false","2020-09-13 06:47:39"
"Draft Document","draft_document","","false","2020-09-13 06:56:38"
"Credential Affinity","dscy_credentials_affinity","","false","2020-09-13 06:46:03"
"Invalid Serial Number","dscy_invalid_serial","Application File","false","2020-09-13 06:46:04"
"Network Infrastructure Item","dscy_net_base","Configuration Item","true","2020-09-13 06:21:02"
"Wire","dscy_net_wire","Network Infrastructure Item","false","2020-09-13 06:24:00"
"Privileged Command Affinity","dscy_priv_command_affinity","","false","2020-09-13 06:46:04"
"Router Interface","dscy_router_interface","Network Infrastructure Item","false","2020-09-13 06:26:24"
"Exit Interface Routing Rule","dscy_route_interface","Network Infrastructure Item","false","2020-09-13 06:21:03"
"Next Hop Routing Rule","dscy_route_next_hop","Network Infrastructure Item","false","2020-09-13 06:23:02"
"Switchport","dscy_switchport","Network Infrastructure Item","false","2020-09-13 06:26:55"
"Switch Forwarding Rule","dscy_swtch_fwd_rule","Network Infrastructure Item","false","2020-09-13 06:22:19"
"Switch Partition","dscy_swtch_partition","Network Infrastructure Item","false","2020-09-13 06:26:26"
"DML","dsl","","false","2020-09-13 06:38:57"
"Duplicate Audit Result","duplicate_audit_result","","false","2020-09-13 06:24:34"
"Azure Enterprise Agreement Credentials","ea_azure_credentials","Credentials","false","2020-09-13 06:46:07"
"Oracle EBS module","ebs_module","","false","2020-09-13 06:26:35"
"Action","ecc_action","","false","2020-09-13 06:16:15"
"MID Server","ecc_agent","","false","2020-09-13 06:45:21"
"MID Server Application","ecc_agent_application","Application File","false","2020-09-13 06:45:52"
"MID Server Application","ecc_agent_application_m2m","","false","2020-09-13 06:46:03"
"MID Server Attachment","ecc_agent_attachment","","false","2020-09-13 06:45:23"
"MID Server Capability","ecc_agent_capability","Application File","false","2020-09-13 06:45:59"
"MID Server Capability","ecc_agent_capability_m2m","","false","2020-09-13 06:46:00"
"MID Server Capability Value Test","ecc_agent_capability_value_test","Application File","false","2020-09-13 06:45:53"
"MID Server Cluster","ecc_agent_cluster","","false","2020-09-13 06:45:23"
"MID Server Cluster Agent","ecc_agent_cluster_member_m2m","","false","2020-09-13 06:45:24"
"MID Server Configuration Parameter","ecc_agent_config","","false","2020-09-13 06:45:25"
"ECC Agent Counter Metric","ecc_agent_counter_metric","ECC Agent Metric","false","2020-09-13 06:45:24"
"MID Server Extension","ecc_agent_ext","Application File","false","2020-09-13 06:45:25"
"MID Server Extension Context","ecc_agent_ext_context","","true","2020-09-13 06:45:19"
"SNMP Trap Collector Context","ecc_agent_ext_context_trap","MID Server Extension Context","false","2020-09-13 06:45:23"
"vCenter Event Collector Context","ecc_agent_ext_context_vcenter","MID Server Extension Context","false","2020-09-13 06:45:20"
"MID Server Extension JAR File","ecc_agent_ext_jar","MID Server Synchronized File","false","2020-09-13 06:45:25"
"MID Server Extension to JAR","ecc_agent_ext_to_jar","","false","2020-09-13 06:45:24"
"MID Server IP Range","ecc_agent_ip_range","Application File","false","2020-09-13 06:45:57"
"MID Server IP Range","ecc_agent_ip_range_m2m","","false","2020-09-13 06:46:05"
"MID Server Issue","ecc_agent_issue","","false","2020-09-13 06:45:23"
"MID Server JAR File","ecc_agent_jar","MID Server Synchronized File","false","2020-09-13 06:45:22"
"MID Server Log","ecc_agent_log","","false","2020-09-13 06:45:23"
"ECC Agent Memory Metric","ecc_agent_memory_metric","ECC Agent Metric","false","2020-09-13 06:45:24"
"ECC Agent Metric","ecc_agent_metric","","true","2020-09-13 06:45:22"
"MID Server MIB File","ecc_agent_mib","MID Server Synchronized File","false","2020-09-13 06:45:19"
"MID Server","ecc_agent_monitor","","false","2020-09-13 06:45:21"
"MID Server Packages","ecc_agent_package","","false","2020-09-13 06:45:25"
"Privileged Command to Mid","ecc_agent_privileged_command_m2m","","false","2020-09-13 06:46:07"
"MID Server Property","ecc_agent_property","Application File","false","2020-09-13 06:45:19"
"ECC Agent RGR Metric","ecc_agent_rgr_metric","ECC Agent Metric","false","2020-09-13 06:45:22"
"MID Server Router","ecc_agent_router","","false","2020-09-13 06:45:22"
"ECC Agent Scalar Metric","ecc_agent_scalar_metric","ECC Agent Metric","false","2020-09-13 06:45:24"
"MID Server Script","ecc_agent_script","Application File","false","2020-09-13 06:45:19"
"MID Server Script File","ecc_agent_script_file","MID Server Synchronized File","false","2020-09-13 06:45:20"
"MID Server Script Include","ecc_agent_script_include","Application File","false","2020-09-13 06:45:24"
"MID Server Script parameter","ecc_agent_script_param","Application File","false","2020-09-13 06:45:21"
"MID Server Status","ecc_agent_status","","false","2020-09-13 06:45:21"
"MID Server Synchronized File","ecc_agent_sync_file","Application File","true","2020-09-13 06:45:19"
"MID Server Thread","ecc_agent_thread","","false","2020-09-13 06:45:21"
"MID Server Upgrade History","ecc_agent_upgrade_history","","false","2020-09-13 06:45:23"
"MID Server Upgrade History Stage","ecc_agent_upgrade_history_stage","","false","2020-09-13 06:45:20"
"ECC Encryption Key","ecc_encryption_key","","false","2020-09-13 06:46:03"
"Event","ecc_event","","false","2020-09-13 06:16:16"
"Event","ecc_event0000","","false","2020-09-13 06:44:37"
"Event","ecc_event0001","","false","2020-09-13 06:44:37"
"Event","ecc_event0002","","false","2020-09-13 06:44:37"
"Event","ecc_event0003","","false","2020-09-13 06:44:38"
"Event","ecc_event0004","","false","2020-09-13 06:44:38"
"Event","ecc_event0005","","false","2020-09-13 06:44:38"
"Event","ecc_event0006","","false","2020-09-13 06:44:39"
"Event Handler","ecc_event_handler","","false","2020-09-13 06:16:15"
"Queue Handler","ecc_handler","","false","2020-09-13 06:16:15"
"Queue","ecc_queue","","false","2020-09-13 06:16:15"
"Queue","ecc_queue0000","","false","2020-09-13 06:44:34"
"Queue","ecc_queue0001","","false","2020-09-13 06:44:35"
"Queue","ecc_queue0002","","false","2020-09-13 06:44:35"
"Queue","ecc_queue0003","","false","2020-09-13 06:44:35"
"Queue","ecc_queue0004","","false","2020-09-13 06:44:36"
"Queue","ecc_queue0005","","false","2020-09-13 06:44:36"
"Queue","ecc_queue0006","","false","2020-09-13 06:44:36"
"Configuration","ecc_queue_config","Application File","false","2020-09-13 06:16:15"
"ECC Queue Statistics (by ECC Agent)","ecc_queue_stats_by_ecc_agent","","false","2020-09-13 06:45:20"
"Email Access Restriction","email_access_restriction","Application File","false","2020-09-13 06:16:37"
"Enterprise Strategy","enterprise_strategy","Strategic Objective","false","2020-09-13 06:38:33"
"Entitlement Subscription Map","entl_subscription_map","","false","2020-09-13 06:50:02"
"Task Sequencing","execution_plan_local","","false","2020-09-13 06:43:25"
"Wizard","expert","Application File","false","2020-09-13 06:40:52"
"Banner Step","expert_banner_step","Application File","false","2020-09-13 06:40:53"
"Wizard Instance","expert_instance","","false","2020-09-13 06:40:51"
"Wizard Panel","expert_panel","Application File","true","2020-09-13 06:40:52"
"Catalog Checkout Panel","expert_panel_catalog_checkout","Wizard Panel","false","2020-09-13 06:41:04"
"Catalog Order","expert_panel_catalog_order","Wizard Panel","false","2020-09-13 06:41:04"
"Orderable Items","expert_panel_c_item","Application File","false","2020-09-13 06:41:07"
"KB Viewer","expert_panel_knowledge","Wizard Panel","false","2020-09-13 06:40:54"
"Redirect Panel","expert_panel_redirect","Wizard Panel","false","2020-09-13 06:40:52"
"Record Generator","expert_panel_template","Wizard Panel","false","2020-09-13 06:40:53"
"Wizard Panel Transition","expert_panel_transition","Application File","false","2020-09-13 06:40:53"
"Field Setter","expert_panel_t_fields","Application File","false","2020-09-13 06:40:52"
"Wizard Panel Variable","expert_panel_variable","Application File","false","2020-09-13 06:40:52"
"Wizard Client Script","expert_script_client","Client Script","false","2020-09-13 06:40:52"
"Wizard UI Policy","expert_ui_policy","UI Policy","false","2020-09-13 06:40:51"
"Wizard UI Policy Action","expert_ui_policy_action","UI Policy Action","false","2020-09-13 06:40:51"
"Wizard Variable","expert_variable","Question","false","2020-09-13 06:40:52"
"File Discovery Agent Sync","file_discovery_agent_sync","","false","2020-09-13 06:45:25"
"Expense Line","fm_expense_line","","false","2020-09-13 06:38:31"
"FX Currency Configuration","fx_configuration","Application File","false","2020-09-13 06:20:36"
"Currency Conversion Rate","fx_conversion_rate","","true","2020-09-13 06:20:36"
"Currency","fx_currency","","false","2020-09-13 06:17:02"
"FX Currency","fx_currency2_instance","","false","2020-09-13 06:20:37"
"Currency Instance","fx_currency_instance","","false","2020-09-13 06:17:02"
"Currency Test","fx_currency_test","","false","2020-09-13 06:17:02"
"Price","fx_price","","false","2020-09-13 06:17:02"
"Price Test","fx_price_test","","false","2020-09-13 06:17:02"
"Exchange Rate","fx_rate","","false","2020-09-13 06:17:02"
"System Currency Conversion Rate","fx_system_rate","Currency Conversion Rate","false","2020-09-13 06:20:37"
"GCF Definition Collection","gcf_definition_collection","","false","2020-09-13 06:19:58"
"GCF Definition Collection V2","gcf_definition_collection_v2","","false","2020-09-13 06:19:58"
"GCF External Staging Table","gcf_external_staging","","false","2020-09-13 06:19:58"
"GCF External Staging Table","gcf_external_staging0000","","false","2020-09-13 07:04:37"
"GCF External Staging Table","gcf_external_staging0001","","false","2020-09-13 07:04:37"
"GCF External Staging Table","gcf_external_staging0002","","false","2020-09-13 07:04:37"
"GCF External Staging Table","gcf_external_staging0003","","false","2020-09-13 07:04:38"
"GCF Internal Staging Table","gcf_internal_staging","","false","2020-09-13 06:19:58"
"GCF Licensing Count","gcf_licensing_count","","false","2020-09-13 06:19:58"
"Global","global","","false","2020-09-13 06:14:12"
"Goal","goal","","false","2020-09-13 06:38:33"
"Guided Setup Change Log","gsw_change_log","Application File","false","2020-09-13 06:53:37"
"Guided Setup Content","gsw_content","Application File","true","2020-09-13 06:53:36"
"Guided Setup Group","gsw_content_group","Guided Setup Content","false","2020-09-13 06:53:36"
"Guided Setup Information","gsw_content_information","Guided Setup Content","false","2020-09-13 06:53:37"
"Guided Setup Content Status","gsw_status_of_content","Application File","false","2020-09-13 06:53:37"
"Guided Setup Task","gsw_task","Task","false","2020-09-13 07:06:59"
"Hash Message Verification","hash_message_verification","Auth Key Verification","false","2020-09-13 06:45:43"
"Connectivity Test","ha_connectivity_test","","false","2020-09-13 06:19:20"
"Connectivity Test Result","ha_connectivity_test_result","","false","2020-09-13 06:19:20"
"HTTP(s) Connection","http_connection","Connection","false","2020-09-13 06:45:47"
"HTTP Retry Conditions","http_retry_conditions","","false","2020-09-13 06:45:46"
"IANA Enterprise Number","iana_enterprise_numbers","","false","2020-09-13 06:36:49"
"Import Log","import_log","Log Entry","false","2020-09-13 06:18:07"
"Import Log","import_log0000","Log Entry","false","2020-09-13 06:44:14"
"Import Log","import_log0001","Log Entry","false","2020-09-13 06:44:16"
"Import Log","import_log0002","Log Entry","false","2020-09-13 06:44:17"
"Import Log","import_log0003","Log Entry","false","2020-09-13 06:44:18"
"Import Log","import_log0004","Log Entry","false","2020-09-13 06:44:20"
"Import Log","import_log0005","Log Entry","false","2020-09-13 06:44:22"
"Import Log","import_log0006","Log Entry","false","2020-09-13 06:44:23"
"Import Log","import_log0007","Log Entry","false","2020-09-13 06:44:25"
"Action Execution History","import_set_flow_engine_context","","false","2020-09-13 06:18:12"
"Computer","imp_computer","Import Set Row","false","2020-09-13 06:37:55"
"Location","imp_location","Import Set Row","false","2020-09-13 06:37:55"
"Notification","imp_notification","Import Set Row","false","2020-09-13 06:37:55"
"User","imp_user","Import Set Row","false","2020-09-13 06:37:55"
"Incident","incident","Task","false","2020-09-13 07:06:59"
